Id,Model,Price,Age_08_04,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Automatic,cc,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar
1097,Corolla 1.6 16V HATCHB S 2/3-Doors,8250,73,8,1998,128006,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
1098,Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7250,71,10,1998,127159,Diesel,72,1,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1099,Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5250,72,9,1998,126478,Petrol,110,1,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1100,Corolla 1.6 HB Terra 4/5-Doors,7900,77,4,1998,126000,Petrol,110,1,0,1600,5,4,5,69,1050,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1101,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,76,5,1998,125778,Petrol,110,0,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1102,Corolla 1.6i-16 SPORTS TC 2/3-Doors,7900,75,6,1998,125400,Petrol,110,0,0,1600,3,4,5,69,1050,0,0,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1103,Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7250,74,7,1998,124910,Diesel,72,0,0,2000,5,4,5,185,1135,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1104,Corolla 1.6 16V HATCHB S 2/3-Doors,8450,70,11,1998,124743,Petrol,110,1,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1
1105,Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,76,5,1998,124591,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
1106,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,7,1998,124057,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1107,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6450,72,9,1998,123403,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1
1108,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,75,6,1998,123104,Petrol,110,1,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1109,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,7,1998,123077,Petrol,86,1,0,1300,3,4,5,69,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1110,Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,7250,80,1,1998,122820,Petrol,86,0,0,1300,5,4,5,69,1040,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
1111,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,77,4,1998,122290,Petrol,110,0,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1
1112,Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,74,7,1998,121900,Petrol,110,1,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
1113,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7250,77,4,1998,121545,Petrol,110,1,0,1600,5,4,5,85,1070,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1114,Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8250,71,10,1998,120474,Diesel,72,1,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1115,Corolla 2.0 LB LINEA TERRA DSL 4/5-Doors,8950,76,5,1998,120263,Diesel,72,1,0,2000,5,4,5,64,1135,0,1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1116,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,74,7,1998,120196,Petrol,110,1,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0
1117,Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,71,10,1998,120000,Petrol,110,0,0,1600,5,4,5,85,1085,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1118,Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7750,78,3,1998,120000,Petrol,110,0,0,1600,5,4,5,85,1075,0,1,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1
1119,Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5750,73,8,1998,115877,Petrol,110,0,0,1600,4,4,5,69,1035,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1120,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6900,76,5,1998,115345,Petrol,110,1,0,1600,5,4,5,85,1070,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1
1121,Corolla 1.6 HATCHBACK 2/3-Doors,6500,71,10,1998,115157,Petrol,110,1,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0
1122,Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,6500,78,3,1998,115000,Petrol,107,1,1,1600,5,4,5,85,1100,0,1,3,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1123,Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7600,77,4,1998,114258,Petrol,86,1,0,1300,5,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1124,Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,73,8,1998,112963,Diesel,72,1,0,2000,5,4,5,185,1135,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1125,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7450,74,7,1998,112307,Petrol,110,1,0,1600,5,4,5,85,1070,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1
1126,Corolla 1.3 16V HATCHB S 2/3-Doors,7350,72,9,1998,112000,Petrol,86,1,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
1127,Corolla 1.3 16V HATCHB S 2/3-Doors,7750,73,8,1998,111602,Petrol,86,1,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
1128,Corolla 1.6 Linea Terra / Keuze uit 700 occasions 2/3-Doors,7460,80,1,1998,111392,CNG,110,0,0,1598,3,4,5,197,1083,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
1129,Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,76,5,1998,110901,Petrol,110,1,0,1600,5,4,5,85,1085,1,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
1130,Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7250,80,1,1998,110887,Petrol,110,1,0,1600,3,4,5,85,1055,0,1,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0
1131,Corolla 1.3 16V HATCHB S 2/3-Doors,6500,72,9,1998,110634,Petrol,86,1,0,1300,3,4,5,69,1015,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0
1132,Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,6800,80,1,1998,110000,Petrol,110,1,0,1600,4,4,5,69,1035,0,1,3,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
1133,Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8700,75,6,1998,109540,Petrol,110,0,0,1600,5,4,5,85,1085,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0
1134,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,78,3,1998,109263,Petrol,110,0,0,1600,5,4,5,85,1070,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1135,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,71,10,1998,107516,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1136,Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,8,1998,107108,Petrol,110,1,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1
1137,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,75,6,1998,107000,Petrol,110,1,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0
1138,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6640,74,7,1998,106250,Petrol,110,0,0,1600,5,4,5,85,1070,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1139,Corolla 1.3 HB LINEA TERRA 2/3-Doors,8750,71,10,1998,106150,Petrol,86,0,0,1300,3,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,Corolla 1.6 16V HATCHB S 2/3-Doors,7750,72,9,1998,106108,Petrol,110,1,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
1141,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5950,72,9,1998,105856,Petrol,86,0,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0
1142,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,4,1998,105152,Petrol,86,0,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1143,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6500,80,1,1998,105135,Petrol,110,1,0,1600,3,4,5,69,1050,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1144,Corolla 1.6 3D Terra/Comf. 2/3-Doors,8750,76,5,1998,104344,Petrol,110,1,0,1600,3,4,5,69,1050,0,1,6,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0
1145,Corolla 1.6 16V HATCHB S 2/3-Doors,7950,74,7,1998,104150,Petrol,110,1,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0
1146,Corolla 1.3 16V HATCHB 2/3-Doors,6750,74,7,1998,104000,Petrol,86,1,0,1300,3,4,5,69,1010,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1147,Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,73,8,1998,103121,Petrol,86,1,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1148,Corolla 1.3 Linea Terra 3 drs 2/3-Doors,7950,80,1,1998,102300,Petrol,86,1,0,1300,3,4,5,69,1015,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1149,Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,8950,75,6,1998,102005,Petrol,107,1,1,1600,5,4,5,85,1105,0,1,3,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0
1150,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,4,1998,102000,Petrol,86,1,0,1300,3,4,5,69,1015,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1151,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6450,75,6,1998,101855,Petrol,110,1,0,1600,5,4,5,85,1070,0,1,3,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
1152,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,74,7,1998,101773,Petrol,110,0,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
1153,Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8450,75,6,1998,101159,Petrol,110,1,0,1600,5,4,5,85,1085,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0
1154,Corolla 1.3 HB LINEA TERRA 2/3-Doors,6750,74,7,1998,101000,Petrol,86,0,0,1300,3,4,5,19,1015,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1155,Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8050,74,7,1998,100732,Petrol,86,1,1,1300,4,4,5,69,1030,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1156,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,79,2,1998,100719,Petrol,110,0,0,1600,5,4,5,85,1070,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
1157,Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,78,3,1998,100487,Petrol,110,0,0,1600,4,4,5,69,1035,1,1,3,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
1158,Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,80,1,1998,100458,Petrol,110,0,0,1600,5,4,5,85,1085,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1159,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7795,75,6,1998,100192,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0
1160,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6490,80,1,1998,100123,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
1161,Corolla 1.6 16V HATCHB S 2/3-Doors,7950,73,8,1998,99971,Petrol,110,1,0,1600,3,4,5,69,1050,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
1162,Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6425,79,2,1998,99397,Petrol,86,0,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1163,Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,69,12,1998,99374,Petrol,86,1,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1164,Corolla 1.6 LB LINEA LUNA 4/5-Doors,6950,72,9,1998,99245,Petrol,110,1,0,1600,5,4,5,19,1114,0,0,3,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
1165,Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8750,79,2,1998,98742,Petrol,110,0,0,1600,5,4,5,85,1085,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1166,Corolla 1.6 16V S-uitvoering 2/3-Doors,8450,71,10,1998,98154,Petrol,110,1,0,1600,3,4,5,69,1050,0,1,6,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0
1167,Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,7950,77,4,1998,98000,Petrol,110,1,0,1600,5,4,5,19,1065,0,0,3,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1
1168,Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,80,1,1998,97548,Petrol,86,0,0,1300,5,4,5,69,1035,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1169,Corolla 1.6 LINEA TERRA 4/5-Doors,8900,78,3,1998,97534,Petrol,110,1,0,1600,5,4,5,85,1070,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
1170,Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8950,73,8,1998,97494,Petrol,110,1,0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0
1171,Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8900,73,8,1998,97085,Petrol,110,1,0,1600,5,4,5,85,1085,1,1,3,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1
1172,Corolla 1.6 Linea Terra Sedan 4/5-Doors,7950,69,12,1998,97000,Petrol,110,0,0,1600,4,4,5,69,1035,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6495,74,7,1998,96302,Petrol,86,1,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1174,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,78,3,1998,96000,Petrol,86,1,0,1300,3,4,5,69,1015,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
1175,Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9250,74,7,1998,96000,Petrol,110,1,0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1176,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6650,78,3,1998,95909,Petrol,110,1,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1177,Corolla 1.6 Terra Stationwagen,6990,79,2,1998,95700,Petrol,110,0,0,1600,5,4,5,85,1085,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1178,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,78,3,1998,95651,Petrol,110,1,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
1179,Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,79,2,1998,95000,Petrol,86,1,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1180,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,80,1,1998,94447,Petrol,110,0,0,1600,3,4,5,69,1050,0,1,3,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0
1181,Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9950,80,1,1998,94079,Petrol,110,1,0,1600,5,4,5,85,1085,1,1,3,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1
1182,Corolla 1.6 Linea Terra Comfort 4/5-Doors,9250,80,1,1998,93841,Petrol,110,0,0,1600,5,4,5,85,1070,0,0,6,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1183,Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7200,79,2,1998,93090,Petrol,86,1,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1
1184,Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,72,9,1998,93066,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1
1185,Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8950,79,2,1998,93039,Petrol,110,1,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0
1186,Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,77,4,1998,93000,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1
1187,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6250,80,1,1998,92830,Petrol,86,1,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1189,Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,9900,80,1,1998,92255,Petrol,107,0,1,1600,5,4,5,85,1105,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
1190,Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7300,80,1,1998,92096,Petrol,86,1,0,1300,5,4,5,69,1035,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1191,Corolla 1.3 Linea Luna Hatchback 2/3-Doors,8950,72,9,1998,91921,Petrol,86,1,0,1300,3,4,5,69,1020,0,1,6,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1192,Corolla 1.3 16V HATCHB S 2/3-Doors,6500,70,11,1998,91900,Petrol,86,1,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0
1193,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,78,3,1998,91399,Petrol,110,1,0,1600,5,4,5,85,1070,1,1,3,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1
1194,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,75,6,1998,91082,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1195,Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,71,10,1998,90370,Petrol,86,1,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
1196,Corolla 1.3i-16v Linea Terra 5d 4/5-Doors,8500,78,3,1998,90345,Petrol,86,1,0,1300,5,4,5,69,1035,0,0,6,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
1197,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,4,1998,90305,Petrol,86,1,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1198,Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,7950,78,3,1998,90011,Petrol,86,0,1,1300,3,4,5,69,1045,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1199,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,77,4,1998,90000,Petrol,86,1,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
1200,Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8450,70,11,1998,89983,Petrol,110,0,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
1201,Corolla 1.6 LB LINEA TERRA 4/5-Doors,7500,78,3,1998,89953,Petrol,110,0,0,1600,5,4,5,19,1114,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1202,Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8750,74,7,1998,89800,Diesel,72,1,0,2000,3,4,5,185,1115,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
1203,Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,79,2,1998,89739,Petrol,86,1,0,1300,5,4,5,69,1035,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1204,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,76,5,1998,89520,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1205,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,75,6,1998,89507,Petrol,86,0,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1206,Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9200,69,12,1998,89096,Petrol,110,1,0,1600,5,4,5,85,1085,0,1,3,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0
1207,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,74,7,1998,88700,Petrol,110,1,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1208,Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7850,72,9,1998,88500,Petrol,110,1,0,1600,5,4,5,85,1075,0,0,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1
1209,Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,73,8,1998,88186,Diesel,72,1,0,2000,3,4,5,185,1115,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1210,Corolla 1.6 16V HATCHB S 2/3-Doors,7200,75,6,1998,88000,Petrol,110,1,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
1211,Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7450,78,3,1998,87743,Petrol,110,0,0,1600,3,4,5,85,1055,0,1,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0
1212,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,75,6,1998,87613,Petrol,86,0,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1213,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,73,8,1998,87358,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0
1214,Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,72,9,1998,87083,Petrol,110,0,0,1600,4,4,5,69,1035,1,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1
1215,Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,70,11,1998,87000,Petrol,110,1,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1216,Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,78,3,1998,87000,Petrol,110,1,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1217,Corolla 1.3 3D Linea Terra 2/3-Doors,7950,73,8,1998,87000,Petrol,86,1,0,1300,3,4,5,69,1015,0,1,12,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1218,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,80,1,1998,87000,Petrol,86,1,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
1219,Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8250,72,9,1998,86860,Petrol,110,0,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
